app_id,review_date,review_title,user_role_title,company_industry,company_size,score
364,"<div class=""review-date"">October 16, 2018</div>",['Fun with Ceridian Dayforce'],"<div class=""position"">Sr. Payroll Specialist/Staff Accountant</div>","<span class=""industry-type"">Medical Practice</span>","<span class=""size"">1001-5000 employees</span>",10
365,"<div class=""review-date"">Updated May 25, 2018</div>",['A great product without great service'],"<div class=""position"">Production and Operation Manager</div>","<span class=""industry-type"">Wholesale</span>","<span class=""size"">201-500 employees</span>",1
366,"<div class=""review-date"">April 06, 2018</div>",['Trust Dayforce HCM'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Transportation/Trucking/Railroad</span>","<span class=""size"">51-200 employees</span>",10
367,"<div class=""review-date"">Updated March 25, 2018</div>",['Dayforce HCM Review'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Chemicals</span>","<span class=""size"">201-500 employees</span>",9
368,"<div class=""review-date"">February 23, 2018</div>",['Dayforce managing our HR processes'],"<div class=""position"">HR Benefits Director</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">1001-5000 employees</span>",10
369,"<div class=""review-date"">October 24, 2017</div>",['End-to-End HCM Solutions'],"<div class=""position"">Vice President of Aquatics &amp; HRIS</div>","<span class=""industry-type"">Health, Wellness and Fitness</span>","<span class=""size"">501-1000 employees</span>",9
370,"<div class=""review-date"">October 06, 2017</div>","['One Platform, One Team']","<div class=""position"">Director, Store and HR Systems</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">5001-10,000 employees</span>",9
371,"<div class=""review-date"">January 24, 2018</div>",['Full-featured solution with a bit of a learning curve'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Insurance</span>","<span class=""size"">51-200 employees</span>",7
372,"<div class=""review-date"">Updated January 09, 2018</div>",['Organization with High-Volume Seasonal Hiring'],"<div class=""position"">Director, Total Rewards</div>","<span class=""industry-type"">Food Production</span>","<span class=""size"">5001-10,000 employees</span>",8
373,"<div class=""review-date"">Updated January 09, 2018</div>",['Streamlined system'],"<div class=""position"">Director of Information Technology</div>","<span class=""industry-type"">Individual &amp; Family Services</span>","<span class=""size"">1001-5000 employees</span>",9
374,"<div class=""review-date"">Updated January 09, 2018</div>",['Dayforce...REALLY making work life BETTER!'],"<div class=""position"">Business System Specialist</div>","<span class=""industry-type"">Health, Wellness and Fitness</span>","<span class=""size"">501-1000 employees</span>",10
375,"<div class=""review-date"">Updated January 09, 2018</div>",['Dayforce it is'],"<div class=""position"">Payroll Administrator</div>","<span class=""industry-type"">Health, Wellness and Fitness</span>","<span class=""size"">501-1000 employees</span>",9
376,"<div class=""review-date"">Updated January 09, 2018</div>",['May the Dayforce be with you!'],"<div class=""position"">HR Generalist</div>","<span class=""industry-type"">Food Production</span>","<span class=""size"">201-500 employees</span>",6
377,"<div class=""review-date"">Updated January 09, 2018</div>",['Ceridian Dayforce HCM: Spend more time focusing on strategic business activities and less time worrying about your application.'],"<div class=""position"">Director of Store Labor</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">5001-10,000 employees</span>",10
378,"<div class=""review-date"">Updated January 09, 2018</div>",['Dayforce HCM making great improvements with each release!'],"<div class=""position"">HRIS &amp; Payroll Operations Manager</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">1001-5000 employees</span>",8
379,"<div class=""review-date"">Updated January 09, 2018</div>",['Dayforce - Easy to use and saves you time'],"<div class=""position"">Accounting Clerk &amp; Payroll Administrator</div>","<span class=""industry-type"">Environmental Services</span>","<span class=""size"">51-200 employees</span>",10
380,"<div class=""review-date"">October 06, 2017</div>",['Dayforce at Insights'],"<div class=""position"">Senior Technical Analyst</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">1001-5000 employees</span>",10
381,"<div class=""review-date"">October 04, 2017</div>",['Dayforce - into the light of day!'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Farming</span>","<span class=""size"">201-500 employees</span>",8
382,"<div class=""review-date"">Updated October 04, 2017</div>",['Ceridian Dayforce Saves the Day'],"<div class=""position"">Chief Financial Officer</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">1001-5000 employees</span>",10
383,"<div class=""review-date"">January 26, 2018</div>","['Just make the move, best software ever!']","<div class=""position"">Payroll Supervisor</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">1001-5000 employees</span>",10
384,"<div class=""review-date"">Updated January 15, 2018</div>",['Dayforce HCM is very user friendly .'],"<div class=""position"">Accountant</div>","<span class=""industry-type"">Individual &amp; Family Services</span>","<span class=""size"">51-200 employees</span>",9
385,"<div class=""review-date"">August 22, 2017</div>","['New to Dayforce, but loving it!']","<div class=""position"">Human Resources Coordinator</div>","<span class=""industry-type"">Automotive</span>","<span class=""size"">1001-5000 employees</span>",10
386,"<div class=""review-date"">Updated April 14, 2017</div>",['True Data Integration'],"<div class=""position"">Director of Payroll</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">1001-5000 employees</span>",10
387,"<div class=""review-date"">July 11, 2017</div>",['Dayforce for scheduling and time away from work'],"<div class=""position"">PM</div>","<span class=""industry-type"">Biotechnology</span>","<span class=""size"">10,001+ employees</span>",8
388,"<div class=""review-date"">October 04, 2017</div>",['Life with Ceridian'],"<div class=""position"">Senior Manager Human Resources</div>","<span class=""industry-type"">Transportation/Trucking/Railroad</span>","<span class=""size"">201-500 employees</span>",10
389,"<div class=""review-date"">March 27, 2017</div>",['Dayforce Review'],"<div class=""position"">Payroll Specialist</div>","<span class=""industry-type"">Building Materials</span>","<span class=""size"">501-1000 employees</span>",10
390,"<div class=""review-date"">Updated March 09, 2017</div>",['Dayforce HCM review'],"<div class=""position"">Payroll Manager</div>","<span class=""industry-type"">Insurance</span>","<span class=""size"">501-1000 employees</span>",8
391,"<div class=""review-date"">Updated February 28, 2017</div>",['Dayforce rocks!'],"<div class=""position"">Chief Talent Officer</div>","<span class=""industry-type"">Health, Wellness and Fitness</span>","<span class=""size"">501-1000 employees</span>",10
392,"<div class=""review-date"">Updated January 02, 2017</div>",['Ceridian - A Single Simple Solutiion'],"<div class=""position"">Payroll Manager</div>","<span class=""industry-type"">Real Estate</span>","<span class=""size"">501-1000 employees</span>",10
393,"<div class=""review-date"">Updated July 13, 2016</div>",['Dayforce HCM has made my (HR) life easier.'],"<div class=""position"">Director of Human Resources</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">201-500 employees</span>",10
394,"<div class=""review-date"">November 02, 2016</div>",['Dayforce HCM Is The Best In Its Class!'],"<div class=""position"">HRIS and Compliance Manager</div>","<span class=""industry-type"">Paper &amp; Forest Products</span>","<span class=""size"">501-1000 employees</span>",10
395,"<div class=""review-date"">Updated October 24, 2016</div>",['Dayforce HCM'],"<div class=""position"">Payroll Manager</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">1001-5000 employees</span>",9
396,"<div class=""review-date"">June 17, 2016</div>",['Life made easier by Dayforce HCM'],"<div class=""position"">Payroll &amp; Compensation Manager</div>","<span class=""industry-type"">Individual &amp; Family Services</span>","<span class=""size"">1001-5000 employees</span>",8
397,"<div class=""review-date"">April 13, 2016</div>",['DayForce HCM - The Lifesavers of the HR/Payroll Profession'],"<div class=""position"">Senior Payroll Administrator</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">201-500 employees</span>",9
398,"<div class=""review-date"">Updated July 11, 2016</div>","[""Ceridian's Dayforce: Provide better service to your customers and employees while improving the bottom line""]","<div class=""position"">Manager, Store Labor</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">10,001+ employees</span>",10
399,"<div class=""review-date"">April 18, 2016</div>",['Dayforce - Customizable and Efficient'],"<div class=""position"">HR Analyst</div>","<span class=""industry-type"">Telecommunications</span>","<span class=""size"">1001-5000 employees</span>",9
400,"<div class=""review-date"">April 15, 2016</div>",['Dayforce HCM customer review'],"<div class=""position"">Office Manager</div>","<span class=""industry-type"">Health, Wellness and Fitness</span>","<span class=""size"">501-1000 employees</span>",10
401,"<div class=""review-date"">Updated February 26, 2016</div>",['Dayforce'],"<div class=""position"">HRIS Analyst II</div>","<span class=""industry-type"">Consumer Goods</span>","<span class=""size"">1001-5000 employees</span>",8
402,"<div class=""review-date"">June 16, 2016</div>",['From Green Screens to Saving the Greens'],"<div class=""position"">Corporate Payroll Manager</div>","<span class=""industry-type"">Textiles</span>","<span class=""size"">201-500 employees</span>",9
403,"<div class=""review-date"">October 25, 2018</div>",['Centralizing your Employee Data with Ceridian Dayforce'],"<div class=""position"">Manager in Corporate</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",9
404,"<div class=""review-date"">October 25, 2018</div>",['Review of Ceridian Payroll'],"<div class=""position"">Director in Information Technology</div>","<span class=""industry-type"">Food &amp; Beverages<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
405,"<div class=""review-date"">October 25, 2018</div>","['Ceridian Dayforce\'s ""One-record"" system is amazing!']","<div class=""position"">Administrator in Corporate</div>","<span class=""industry-type"">Sports<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",10
406,"<div class=""review-date"">December 18, 2015</div>",['Dayforce has changed the payroll world!'],"<div class=""position"">Payroll Administrator</div>","<span class=""industry-type"">Consumer Goods</span>","<span class=""size"">1001-5000 employees</span>",9
407,"<div class=""review-date"">October 23, 2018</div>",['Dayforce - Best User Experience on all levels.'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
408,"<div class=""review-date"">October 23, 2018</div>","[""Dayforce is effective in basic payroll and benefits, but won't work for complex organizations""]","<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Import and Export<span> Company</span></span>","<span class=""size"">201-500 employees</span>",5
409,"<div class=""review-date"">October 23, 2018</div>",['Dayforce HCM: High potential to make your work life truly easy'],"<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
410,"<div class=""review-date"">October 23, 2018</div>",['Manufacturing Payroll Manager'],"<div class=""position"">Professional in Corporate</div>","<span class=""industry-type"">Mining &amp; Metals<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",10
411,"<div class=""review-date"">October 23, 2018</div>",['Ceridian Dayforce is totally worth it!!'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Real Estate<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
412,"<div class=""review-date"">Updated October 22, 2018</div>",['Dayforce Review'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Real Estate<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
413,"<div class=""review-date"">October 19, 2018</div>",['Welcome to the Cadillac of HRIS'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Mechanical or Industrial Engineering<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",9
414,"<div class=""review-date"">September 05, 2018</div>",['Wonderful Product!! Highly recommended.'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Consumer Goods<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",10
415,"<div class=""review-date"">October 20, 2015</div>",['Do it Once: Do it Right'],"<div class=""position"">Vice-President of HR/Training</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">1001-5000 employees</span>",9
416,"<div class=""review-date"">October 25, 2018</div>",['Ceridian Dayforce review'],"<div class=""position"">Manager in Information Technology</div>","<span class=""industry-type"">Food &amp; Beverages<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",5
417,"<div class=""review-date"">October 25, 2018</div>",['Dayforce makes my worklife easier!'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Wholesale<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",9
418,"<div class=""review-date"">October 24, 2018</div>",['A Dayforce to be reckoned with!'],"<div class=""position"">Project Manager in Finance and Accounting</div>","<span class=""industry-type"">Restaurants<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",7
419,"<div class=""review-date"">October 24, 2018</div>","['Yep, it does that.']","<div class=""position"">Employee in Information Technology</div>","<span class=""industry-type"">Higher Education<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
420,"<div class=""review-date"">October 24, 2018</div>",['Dayforce HCM will save you time and money'],"<div class=""position"">Director in Finance and Accounting</div>","<span class=""industry-type"">Hospitality<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
421,"<div class=""review-date"">October 24, 2018</div>",['Dayforce is our Hero'],"<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Health, Wellness and Fitness<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",9
422,"<div class=""review-date"">October 24, 2018</div>",['Ceridian gets it right!'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Food Production<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
423,"<div class=""review-date"">October 24, 2018</div>",['Dayforce is a game changer.'],"<div class=""position"">Contributor in Human Resources</div>","<span class=""industry-type"">Museums and Institutions<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
424,"<div class=""review-date"">October 23, 2018</div>",['Could be improved'],"<div class=""position"">Supervisor in Human Resources</div>","<span class=""industry-type"">Medical Devices<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",6
425,"<div class=""review-date"">October 23, 2018</div>",['Dayforce Review'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",7
426,"<div class=""review-date"">October 23, 2018</div>",['Ceridian: oneforce!'],"<div class=""position"">Partner in Human Resources</div>","<span class=""industry-type"">Biotechnology<span> Company</span></span>","<span class=""size"">201-500 employees</span>",7
427,"<div class=""review-date"">October 23, 2018</div>",['Ceridian Dayforce Review'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Biotechnology<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
428,"<div class=""review-date"">October 23, 2018</div>",['Switching from ultimate software to Dayforce'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Gambling &amp; Casinos<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",7
429,"<div class=""review-date"">October 23, 2018</div>",['Dayforce Review'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Sports<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
430,"<div class=""review-date"">October 23, 2018</div>",['Dayforce saves the day!'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Music<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
431,"<div class=""review-date"">October 22, 2018</div>",['I recommend Dayforce'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Restaurants<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",9
432,"<div class=""review-date"">June 26, 2018</div>",['Dayforce HCM - May the force be with you!'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
433,"<div class=""review-date"">October 19, 2018</div>",['Traditional Timekeeping to Cloud Based Solution'],"<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",8
434,"<div class=""review-date"">October 19, 2018</div>",['Dayforce offers quick real-time results for both employees and managers!'],"<div class=""position"">Manager in Finance and Accounting</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
435,"<div class=""review-date"">October 19, 2018</div>",['Ceridian Dayforce - Real Time System'],"<div class=""position"">Manager in Finance and Accounting</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
436,"<div class=""review-date"">October 19, 2018</div>",['Newer User of Ceridian Dayforce'],"<div class=""position"">Consultant in Finance and Accounting</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">51-200 employees</span>",8
437,"<div class=""review-date"">October 19, 2018</div>","[""Payroll Director's Ceridian Dayforce Review""]","<div class=""position"">Director in Finance and Accounting</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
438,"<div class=""review-date"">October 19, 2018</div>",['All In for an All-In-One!'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Commercial Real Estate<span> Company</span></span>","<span class=""size"">201-500 employees</span>",7
439,"<div class=""review-date"">October 17, 2018</div>",['Great potential'],"<div class=""position"">Director in Finance and Accounting</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",8
440,"<div class=""review-date"">October 16, 2018</div>",['Good bones but need for accountability'],"<div class=""position"">Advisor in Corporate</div>","<span class=""industry-type"">Mechanical or Industrial Engineering<span> Company</span></span>","<span class=""size"">201-500 employees</span>",6
441,"<div class=""review-date"">October 16, 2018</div>",['Dayforce has been great for this non-profit.'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
442,"<div class=""review-date"">April 05, 2018</div>",['DAYFORCE - ONE-STOP SHOP FOR YOUR HCM NEEDS'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Transportation/Trucking/Railroad<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
443,"<div class=""review-date"">October 26, 2018</div>",['Review from a Payroll IT Perspective'],"<div class=""position"">Supervisor in Finance and Accounting</div>","<span class=""industry-type"">Biotechnology<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
444,"<div class=""review-date"">October 25, 2018</div>",['User-Friendly HCM'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
445,"<div class=""review-date"">October 24, 2018</div>",['Ceridian Dayforce is a Powerhouse'],"<div class=""position"">Manager in Finance and Accounting</div>","<span class=""industry-type"">Management Consulting<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
446,"<div class=""review-date"">October 24, 2018</div>",['Have a great day on purpose utilizing Dayforce.'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",8
447,"<div class=""review-date"">October 24, 2018</div>","['A great, flawed product']","<div class=""position"">Project Manager in Human Resources</div>","<span class=""industry-type"">Executive Office<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",3
448,"<div class=""review-date"">October 23, 2018</div>",['So much better than I had imagined!'],"<div class=""position"">Supervisor in Finance and Accounting</div>","<span class=""industry-type"">Research<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
449,"<div class=""review-date"">October 23, 2018</div>",['Not from HR'],"<div class=""position"">Manager in Information Technology</div>","<span class=""industry-type"">Machinery<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",5
450,"<div class=""review-date"">October 23, 2018</div>",['Some improvements - still more to go'],"<div class=""position"">Analyst in Information Technology</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",2
451,"<div class=""review-date"">October 19, 2018</div>",['Dayforce Review'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Glass, Ceramics &amp; Concrete<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",8
452,"<div class=""review-date"">October 18, 2018</div>",['From an employees perspective'],"<div class=""position"">Employee in Sales</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",10
453,"<div class=""review-date"">October 18, 2018</div>",['Good general product that does what we want it to'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Consumer Goods<span> Company</span></span>","<span class=""size"">51-200 employees</span>",8
454,"<div class=""review-date"">Updated March 03, 2015</div>","['Dayforce HCM, growing pains...but ""No Pain, No Gain!""']","<div class=""position"">Corporate Payroll Manager</div>","<span class=""industry-type"">Mining &amp; Metals</span>","<span class=""size"">1001-5000 employees</span>",10
455,"<div class=""review-date"">March 30, 2018</div>","['Implementation for the birds, but great customer service!']","<div class=""position"">Professional in Finance and Accounting</div>","<span class=""industry-type"">Health, Wellness and Fitness<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",7
456,"<div class=""review-date"">March 01, 2018</div>","['Easy use, but still needs work']","<div class=""position"">Administrator in Finance and Accounting</div>","<span class=""industry-type"">Consumer Electronics<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",7
457,"<div class=""review-date"">Updated December 15, 2014</div>","[""I'm part of the forceful future with Ceridian  Dayforce HCM, are you?""]","<div class=""position"">Supervisor, HRIS</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">501-1000 employees</span>",9
458,"<div class=""review-date"">January 26, 2018</div>",['Dayforce HCM - Continually Evolving'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",10
459,"<div class=""review-date"">Updated January 09, 2018</div>",['Save your HR staff from wasting countless hours searching for information.'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Hospitality<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",10
460,"<div class=""review-date"">Updated January 09, 2018</div>",['Best HCM on the Market Today'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Oil &amp; Energy<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",10
461,"<div class=""review-date"">April 19, 2018</div>",['Dayforce - a true single application'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Banking<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
462,"<div class=""review-date"">September 15, 2017</div>",['Processes are so much easier!'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Food Production<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",10
463,"<div class=""review-date"">April 16, 2014</div>",['Dayforce HCM'],"<div class=""position"">Payroll Specialist</div>","<span class=""industry-type"">Law Practice</span>","<span class=""size"">501-1000 employees</span>",9
464,"<div class=""review-date"">Updated February 21, 2017</div>",['Future Dayforce Poster Child'],"<div class=""position"">Program Manager in Information Technology</div>","<span class=""industry-type"">Packaging and Containers<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",9
465,"<div class=""review-date"">Updated August 09, 2016</div>",['Dayforce Time and Attendance Solution'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
466,"<div class=""review-date"">June 16, 2016</div>","[""Dayforce HCM - One User's Review""]","<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",7
467,"<div class=""review-date"">April 13, 2016</div>",['My HCM love affair'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Religious Institutions<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",9
468,"<div class=""review-date"">Updated March 16, 2016</div>",['Dayforce - A Potential Useful Tool - School is out on This.'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">201-500 employees</span>",5
469,"<div class=""review-date"">Updated February 24, 2016</div>","['Some feature flaws, but pretty good overall']","<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
470,"<div class=""review-date"">April 26, 2016</div>",['HCM Dayforce Review'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Online Media<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
471,"<div class=""review-date"">April 22, 2016</div>","['Great software, user friendly']","<div class=""position"">Manager in Information Technology</div>","<span class=""industry-type"">Medical Devices<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
472,"<div class=""review-date"">Updated December 23, 2015</div>",['Dayforce by Ceridian'],"<div class=""position"">Manager in Finance and Accounting</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",6
473,"<div class=""review-date"">November 17, 2015</div>",['Ceridian Review'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Management Consulting<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",1
474,"<div class=""review-date"">December 04, 2015</div>",['User friendly product'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Printing<span> Company</span></span>","<span class=""size"">201-500 employees</span>",8
475,"<div class=""review-date"">Updated June 09, 2015</div>",['Excellent Product!'],"<div class=""position"">Technician in Human Resources</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",4
476,"<div class=""review-date"">April 08, 2014</div>",['Not so transformative in technology.'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">201-500 employees</span>",1
477,"<div class=""review-date"">August 04, 2020</div>","['For a core HR system, it pays to use Paycor']","<div class=""position"">Organizational Development Manager</div>","<span class=""industry-type"">Medical Device</span>","<span class=""size"">51-200 employees</span>",10
478,"<div class=""review-date"">September 24, 2020</div>",['Paycor is an upcoming HRIS Platform!'],"<div class=""position"">HR Technology Specialist</div>","<span class=""industry-type"">Banking</span>","<span class=""size"">201-500 employees</span>",8
479,"<div class=""review-date"">September 21, 2020</div>",['Paycor will do the job RIGHT!'],"<div class=""position"">People &amp; Culture</div>","<span class=""industry-type"">Food &amp; Beverages</span>","<span class=""size"">501-1000 employees</span>",10
480,"<div class=""review-date"">August 29, 2020</div>","[""Paycor: Check it out, you'll be happy with your decision.""]","<div class=""position"">Director of Human Resources</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">51-200 employees</span>",10
481,"<div class=""review-date"">August 26, 2020</div>",['Great Company to Work With!'],"<div class=""position"">VP of Human Development</div>","<span class=""industry-type"">Food &amp; Beverages</span>","<span class=""size"">201-500 employees</span>",8
482,"<div class=""review-date"">August 07, 2020</div>",['Paycor: Great product for a hands on HR professional'],"<div class=""position"">Senior Manager, HR</div>","<span class=""industry-type"">Publishing</span>","<span class=""size"">51-200 employees</span>",9
483,"<div class=""review-date"">August 05, 2020</div>",['Paycor: the HR tool you need'],"<div class=""position"">HR Specialist</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">201-500 employees</span>",8
484,"<div class=""review-date"">Updated August 12, 2020</div>",['Paycor gives you more!'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Wholesale<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",10
485,"<div class=""review-date"">Updated August 12, 2020</div>",['Practical system with lots of options!'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Hospitality<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
486,"<div class=""review-date"">August 09, 2020</div>",['Paycor for reliable check processing and delivery'],"<div class=""position"">Executive in Corporate</div>","<span class=""industry-type"">Translation &amp; Localization<span> Company</span></span>","<span class=""size"">51-200 employees</span>",8
487,"<div class=""review-date"">August 04, 2020</div>",['Make the switch to Paycor!'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Banking<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
488,"<div class=""review-date"">August 04, 2020</div>","[""DON'T DO IT! Don't go with Paycor, you will be sorry!!""]","<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Non-profit Organization Management<span> Company</span></span>","<span class=""size"">51-200 employees</span>",1
